,rated,variant,speed,perf,createdAt,status,winner,moves,clocks,clock,ECO,opening_name,white_player,rating,black_player,rating
725,True,standard,rapid,rapid,2021-12-09 00:24:32.426000+00:00,resign,white,e4 e5 Nf3 d6 d4 Bg4 Be3 Nf6 Nc3 d5 Bd3 dxe4 Nxe4 Nxe4 Bxe4 Bxf3 Bxf3 c6 dxe5 Qa5+ Qd2 Qxe5 O-O Be7 Bd4 Qg5 Qxg5 Bxg5 Rae1+ Kf8 Bc5+ Be7 Bxe7+ Kg8 Bc5 f6 Re8+,"[90003, 90003, 90827, 90131, 89939, 88339, 85379, 88195, 83387, 85987, 81131, 85099, 80835, 78371, 80531, 73019, 79739, 69547, 79003, 67867, 73131, 67915, 73643, 65075, 73651, 57811, 73067, 58099, 73939, 50619, 73451, 48539, 70611, 48403, 70795, 48387, 70338, 48348]","{'initial': 900, 'increment': 10, 'totalTime': 1300}",C41,Philidor Defense,'chestroyer',1509,'the1whofights',1525
726,True,standard,rapid,rapid,2021-12-08 22:44:02.481000+00:00,mate,white,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bb5 Bd7 Nc3 e6 O-O Bd6 a3 Nge7 Bxc6 Nxc6 Re1 Qc7 g3 O-O Qd3 e5 dxe5 Nxe5 Nxe5 Bxe5 Nxd5 Qd6 f4 Bf6 Nxf6+ Qxf6 Qxd7 Rfd8 Qxb7 Rdb8 Qe4 h5 Qa4 Qb6+ Be3 Qxb2 Bxa7 Qb7 Rab1 Qxb1 Rxb1 Rxb1+ Kg2 Rb7 Qa6 Rbxa7 Qd6 Rxa3 c4 Ra2+ Kh3 R2a6 Qd5 g6 Kh4 Ra2 h3 R2a5 Qb7 R5a7 Qc6 Ra6 Qd5 Rc8 Kg5 Rac6 Kh6 g5+ Kxh5 gxf4 Qg5+ Kf8 Qxf4 Rxc4 Qd6+ Kg8 g4 R8c6 Qd8+ Kg7 g5 f6 Qe7+ Kg8 gxf6 R4c5+ Kg6 Rxf6+ Kxf6 Rc6+ Ke5 Rc8 Qe6+ Kf8 Qxc8+ Ke7 h4 Kf7 Qa6 Kg7 h5 Kh7 Kf5 Kg7 Qf6+ Kh7 Kg5 Kg8 Qc6 Kg7 h6+ Kh7 Qg6+ Kh8 Qg7#,"[90003, 90003, 89859, 90707, 90435, 90419, 90811, 90843, 90547, 90947, 90955, 87443, 90835, 87619, 87875, 81091, 87659, 81419, 86451, 79435, 86059, 77939, 84827, 72379, 84987, 72875, 81427, 73875, 81571, 70107, 74283, 69099, 74067, 68331, 74451, 64955, 72867, 58699, 69923, 54467, 64763, 54507, 60355, 51763, 57443, 47467, 42195, 36859, 40403, 37507, 40403, 37803, 37035, 37955, 35675, 38203, 35211, 37595, 36091, 36707, 35563, 36187, 33827, 27315, 32803, 27011, 30147, 25755, 28763, 24171, 27731, 21227, 21451, 21275, 20051, 17027, 18099, 16763, 14843, 16587, 13595, 12739, 13531, 12099, 13179, 8699, 12187, 8275, 12179, 6043, 12107, 5963, 9915, 5699, 10187, 4611, 9539, 4619, 9307, 3267, 9915, 3979, 10731, 4899, 10843, 5339, 11603, 6043, 12411, 6779, 11115, 7275, 11099, 7915, 10067, 8475, 8643, 8803, 9027, 8251, 9107, 9035, 8939]","{'initial': 900, 'increment': 10, 'totalTime': 1300}",B10,Caro-Kann Defense,'pawnstar63',1530,'chestroyer',1522
727,True,standard,rapid,rapid,2021-12-08 20:38:18.298000+00:00,resign,white,e4 e5 Nf3 a6 Nxe5 d6 Nf3 f5 exf5 Bxf5 Bc4 Nf6 O-O Be7 Re1 d5 Bb3 c6 Re5 Qc8 Qe2 Qd7 h3 Kf7 Nh4 Be6 f4 Bc5+ Kh1 Bxh3 d4 Bxd4 Re7+ Qxe7 Qxe7+ Kxe7 gxh3 Nh5 Nf5+ Kf6 Nxd4 Ng3+ Kg2 Nf5 Nxf5 Kxf5 Kf3 Re8 Bd2 Nd7 Nc3 d4 Nd1 Re7 c3 d3 Ne3+ Kg6 f5+ Kg5 Nd5+ Kxf5 Nxe7+,"[90003, 90003, 90683, 90059, 91371, 90595, 91795, 90483, 88323, 91483, 88643, 91019, 88835, 91163, 87267, 91763, 85307, 92547, 84803, 89283, 79459, 85875, 78579, 79523, 78923, 72131, 75771, 68179, 76643, 68515, 74475, 65027, 75163, 65443, 76035, 66291, 76883, 63779, 77707, 63963, 78707, 64651, 79395, 63571, 80019, 64227, 81019, 64891, 80819, 65251, 78611, 64763, 79171, 61587, 76739, 61691, 77267, 61635, 77595, 60091, 77699, 60883, 78578, 58123]","{'initial': 900, 'increment': 10, 'totalTime': 1300}",C40,King's Knight Opening,'chestroyer',1510,'mallyg',1461
728,False,fromPosition,correspondence,fromPosition,2021-12-08 15:16:41.795000+00:00,mate,white,Rxa5 Qxd6 Bxd6 Rd8 Be7 Re8 Rb7 Rea8 f6 Bf8 Bxf8 Rd8 Qxh7+ Kxf8 Qf7#,,,None,None,'chestroyer',1500,"2, 'mistake'","0, '"
729,True,standard,rapid,rapid,2021-12-08 02:23:10.858000+00:00,draw,,d4 Nf6 Nf3 g6 h3 Bg7 c3 d6 b4 a6 a4 Nc6 Nbd2 O-O e4 d5 e5 Ne4 Bb2 f6 Nxe4 dxe4 Nd2 f5 Nb3 Bd7 b5 axb5 Bxb5 Na5 Nxa5 Rxa5 Bxd7 Qxd7 O-O b5 axb5 Rxb5 Qa4 c6 c4 Rxb2 Rfb1 Rxb1+ Rxb1 Qxd4 Qxc6 Bxe5 Qe6+ Kh8 Qxe7 Rb8 Rxb8+ Bxb8 Qe8+ Kg7 Qxb8 Qxc4 Qb7+ Kh6 Qa7 Qc1+ Kh2 Qf4+ Kg1 Qh4 Kh2 f4 g3 fxg3+ fxg3 Qd8 Qe3+ Kg7 Qxe4 Qd2+ Kg1 Qd1+ Kg2 Qd2+ Kh1 Qf2 Qg2 Qxg2+ Kxg2 Kf6 Kf3 Kf5 g4+ Kg5 Kg3 h6 h4+ Kf6 Kf4 g5+ hxg5+ hxg5+ Ke4 Ke6 Kd4 Kd6 Ke4 Ke6 Kd4 Kd6 Ke4 Ke6,"[90003, 90003, 90307, 90507, 91179, 91267, 91675, 92123, 92515, 89395, 93323, 86227, 92331, 86651, 88571, 80259, 87667, 80579, 88315, 75827, 88531, 76387, 89195, 67843, 88963, 65515, 88363, 66067, 88123, 62443, 87411, 62563, 88091, 63371, 88435, 61995, 88835, 62611, 85811, 51147, 86635, 51203, 86475, 50443, 87259, 49211, 86331, 48643, 83539, 47035, 84259, 43259, 83307, 44259, 79251, 43539, 79363, 43235, 77931, 43675, 76699, 41955, 77315, 42243, 77347, 40451, 77347, 40699, 76387, 38347, 76819, 38355, 77003, 38691, 77163, 39595, 76459, 36931, 75555, 35467, 75323, 33067, 75195, 31547, 75931, 32547, 76819, 33467, 77347, 34283, 77739, 34211, 78619, 35067, 79043, 35187, 79011, 36187, 79147, 36555, 78995, 37371, 79739, 38315, 80587, 39211, 81475, 40151, 81164]","{'initial': 900, 'increment': 10, 'totalTime': 1300}",A48,East Indian Defense,'akram3687',1489,'chestroyer',1511
730,True,standard,rapid,rapid,2021-12-08 00:36:00.058000+00:00,mate,white,e4 c6 Nf3 d5 d4 dxe4 Ne5 Nd7 Bc4 e6 Qg4 Ngf6 Qf4 Nxe5 dxe5 Nd5 Qxe4 Bb4+ c3 Ba5 b4 Bc7 O-O O-O Bd3 b5 Qxh7#,"[90003, 90003, 89947, 90819, 88491, 89747, 89083, 89475, 89147, 89259, 87171, 87139, 86163, 86611, 85795, 82739, 85987, 75259, 86731, 76051, 87291, 76659, 84907, 77123, 85363, 74945, 85003]","{'initial': 900, 'increment': 10, 'totalTime': 1300}",B10,Caro-Kann Defense,'lijah7',1481,'chestroyer',1528
731,True,standard,classical,classical,2021-12-03 22:52:02.849000+00:00,resign,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nc6 Be3 e6 Bc4 Be7 Qf3 Ne5 Qe2 Nf6 f4 Nxc4 Qxc4 b5 Qe2 b4 Nc6 Qc7 Nxe7 bxc3 e5 cxb2 Rb1 dxe5 fxe5 Qxe7 exf6 Qxf6 Qc4 O-O Bd4 Qh4+ Bf2 Qxc4,"[180003, 180003, 178827, 179819, 178419, 179667, 178163, 179451, 178003, 179347, 177491, 179195, 175491, 179035, 169299, 178539, 168027, 177035, 165267, 170387, 163675, 170187, 161539, 169947, 152491, 163251, 151091, 161219, 145187, 157651, 143075, 157387, 142771, 156835, 142411, 156435, 131251, 154491, 128715, 152603, 128291, 152374, 127639]","{'initial': 1800, 'increment': 0, 'totalTime': 1800}",B50,Sicilian Defense,'chestroyer',1698,'adelfarid1993',1670
732,True,standard,rapid,rapid,2021-11-13 19:54:07.356000+00:00,mate,white,e4 e6 Nc3 d5 d4 c5 exd5 exd5 Qe2+ Be6 Nf3 h6 g3 Bd6 Nxd5 Nf6 Nxf6+ Qxf6 Qb5+ Bd7 Qxb7 Bc6 Bb5 Be7 Qxa8 Bxb5 Qxb8+ Bd8 Qxb5+ Qc6 Qxc6+ Ke7 Qxc5+ Ke6 Qe5+ Kd7 Qf5+ Kd6 Bf4+ Kc6 Qc5+ Kd7 Ne5+ Ke6 d5+ Kf5 Nxf7 Re8+ Be3 Be7 d6+ Ke6 dxe7 Kxf7 O-O-O Rxe7 Qc4+ Ke8 Qc8+ Kf7 Rd7 Rxd7 Qxd7+ Kf6 Rd1 Kg6 Rd6+ Kh7 Qf5+ Kg8 Rd8#,"[90003, 90003, 90227, 90811, 89803, 91131, 89467, 91691, 90363, 91547, 91051, 91659, 91051, 90779, 90571, 86379, 86811, 87379, 87651, 85883, 88467, 86347, 87739, 85595, 87571, 86115, 88339, 86739, 89211, 87499, 89843, 88443, 90667, 89275, 91459, 90083, 90291, 90755, 90635, 91547, 91011, 92451, 91187, 93027, 90915, 93771, 91387, 92827, 91731, 93659, 92451, 94259, 90283, 95259, 90115, 95907, 89331, 96059, 89499, 96811, 90443, 97603, 91323, 98459, 91883, 98947, 92747, 99795, 93163, 99658, 93061]","{'initial': 900, 'increment': 10, 'totalTime': 1300}",C10,Sicilian Defense: Marshall Gambit,'dennrlay',1556,'chestroyer',1541
733,True,standard,rapid,rapid,2021-11-13 19:39:08.938000+00:00,resign,black,d4 d5 Nc3 Nf6 f3 Nc6 e4 dxe4 Nxe4 Qxd4 Qxd4 Nxd4 Nxf6+ exf6 Be3 Nxc2+ Kd2 Nxa1 Bb5+ Bd7 Bc4 Be6 Bxe6 fxe6 Ne2 O-O-O+ Kc3 Nc2 Kxc2 Bb4 a3 Ba5 b4 Bb6 Bd2 Rd6 Nc3 Rhd8 Rd1 g5 Ne4 Rd3 Nc3 Be3 Bxe3 Rxe3 Rd2 Rxd2+ Kxd2 Re5 Ne4 Rd5+ Ke3 Re5 Kd4 Rd5+ Kc3 f5 Nf6 Rd6 Nxh7 Ra6 Kb3 g4 b5 Rb6 a4 gxf3 gxf3 a5 h4 e5 Ng5 e4 fxe4 fxe4 Nxe4 Rh6 Ng3 Rxh4 Nf5 Rh3+ Kc4 Ra3 Nd4 Rxa4+ Kc5 b6+ Kd5 Rb4 Ke5 a4 Kd5 a3 Ke4 Rxd4+ Kxd4 a2,"[60003, 60003, 60139, 60251, 58603, 59859, 58619, 59747, 58371, 59123, 57627, 59491, 57155, 59811, 56883, 60099, 56675, 60403, 56387, 60611, 56659, 59963, 54707, 60203, 55211, 60507, 55323, 58619, 55499, 58443, 55547, 58787, 54459, 59163, 54435, 57771, 53971, 57131, 53779, 56523, 53243, 54403, 49475, 52867, 49211, 53251, 48411, 52747, 48667, 52395, 45827, 52411, 45539, 51235, 45091, 50291, 45035, 49003, 45131, 47939, 44699, 47667, 44387, 48043, 42907, 47683, 43171, 48051, 43395, 48363, 43691, 48595, 41507, 47643, 41755, 48043, 42099, 48499, 39915, 48851, 40291, 49099, 40387, 48515, 39067, 48763, 39387, 47843, 39531, 46595, 38899, 46579, 37731, 46747, 37227, 46811, 37379, 47232, 36965]","{'initial': 600, 'increment': 5, 'totalTime': 800}",D00,Blackmar-Diemer Gambit Declined: Lamb Defense,'chestroyer',1560,'justjb007',1451
734,True,standard,rapid,rapid,2021-11-13 01:57:30.830000+00:00,resign,black,e4 e6 Nf3 d5 e5 c5 d4 cxd4 Qxd4 Nc6 Bb5 Bd7 Bxc6 Bxc6 Bg5 Qa5+ c3 Bc5 Qd2 Qb6 O-O Be7 Be3 Qc7 b4 a6 a4 b5 a5 f6 Bd4 Nh6 exf6 gxf6 Qxh6 O-O-O Bxf6 Bxf6 Qxf6 Rde8 Nbd2 e5 Rae1 Rhf8 Qg5 e4 Nd4 Bb7 h3 Rg8 Qf5+ Kb8 N2b3 Rgf8 Rc1 Rxf5,"[60003, 60003, 60427, 59235, 60715, 59187, 61027, 58403, 61395, 58547, 61707, 58075, 62059, 58059, 62451, 57947, 62715, 58027, 61699, 56563, 61971, 54723, 61723, 52371, 61947, 52435, 62163, 49403, 62427, 48299, 61971, 47875, 62043, 44955, 62275, 44371, 61995, 44299, 62347, 39587, 62315, 37507, 61267, 36803, 59611, 36419, 59363, 35795, 58635, 33563, 58467, 33475, 51267, 32091, 47899, 32022, 46128]","{'initial': 600, 'increment': 5, 'totalTime': 800}",C02,"French Defense: Advance Variation, Nimzowitsch System",'javier0794',1545,'chestroyer',1557
735,True,standard,rapid,rapid,2021-11-13 01:48:15.856000+00:00,outoftime,white,d4 Nf6 Nc3 d6 e4 g6 Bg5 Bg7 Nf3 Bg4 Bc4 O-O O-O e5 h3 Bxf3 Qxf3 exd4 Nd5 Nbd7 Bxf6 Nxf6 Nxf6+ Bxf6 Rfd1 c5 Rd3 Qa5 b3 Be5 a4 b5 Bxb5 Rab8 Bc4 Rb7 Bd5 Rd7 Qg4 Qc7 h4 Kg7 h5 Rc8 hxg6 fxg6 g3 a6 Kg2 Qa5 Qxd7+,"[60003, 60003, 60219, 59547, 60547, 56667, 60731, 56507, 60763, 56131, 60971, 54787, 60371, 53099, 60507, 53315, 60731, 52963, 60931, 52883, 60787, 52859, 59627, 52147, 58251, 50139, 57515, 49219, 57203, 48667, 57107, 47707, 57291, 47019, 57627, 44907, 57595, 42395, 57763, 41747, 57627, 40155, 57683, 39763, 57483, 39763, 57619, 37827, 57907, 36327, 57684, 0]","{'initial': 600, 'increment': 5, 'totalTime': 800}",B07,Pirc Defense: Byrne Variation,'bernardino1993',1618,'chestroyer',1557
736,True,standard,rapid,rapid,2021-11-10 19:32:44.632000+00:00,resign,white,d4 d5 c4 c6 Nc3 Bf5 Bf4 Nf6 e3 g6 Bd3 Bxd3 Qxd3 Bg7 Nf3 Ng4 h3 Nf6 Rd1 Nh5 Bh2 O-O O-O Nd7 cxd5 cxd5 Nxd5 Qa5 Nf4 Nxf4 Bxf4 Qxa2 b3 Nb6 Ra1 Qb2 Rfb1,"[60003, 60003, 60331, 60211, 60491, 60419, 59179, 60387, 58323, 60667, 58547, 59771, 59051, 60171, 57027, 59523, 54955, 59827, 54155, 55963, 52795, 54211, 53059, 52507, 48651, 47003, 49155, 47051, 44211, 44171, 44715, 44251, 42835, 42067, 42827, 40963, 43238, 38778]","{'initial': 600, 'increment': 5, 'totalTime': 800}",D10,Slav Defense,'chestroyer',1539,'abraxnos',1557
737,True,standard,rapid,rapid,2021-11-02 19:54:33.649000+00:00,resign,white,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Bg5 Be7 Nc3 O-O O-O-O Be6 Bxe6 fxe6 e5 dxe5 Qxe5 Qc8 h4 Nd7 Qxe6+ Kh8 Bxe7 Qe8 Rxd7,"[90003, 90003, 90371, 90947, 89579, 88507, 87603, 86643, 87291, 87427, 87971, 86867, 87803, 87131, 85691, 83763, 83115, 77955, 82851, 76971, 83171, 73315, 83739, 68915, 80315, 65483, 79955, 64467, 78467, 58395, 78905, 58190]","{'initial': 900, 'increment': 10, 'totalTime': 1300}",C44,"Scotch Game: Scotch Gambit, Dubois Réti Defense",'chestroyer',1525,'dfuzerz',1473
738,True,standard,rapid,rapid,2021-11-02 05:09:19.124000+00:00,resign,black,d4 d5 c4 dxc4 Nc3 a6 e4 Nf6 Bxc4 e6 f4 Bb4 Bd2 Bxc3 Bxc3 Nxe4 Qf3 Nd6 Bb3 Nc6 d5 Ne7 O-O-O O-O Ne2 Nb5 Nd4 Nxc3 Qxc3 exd5 g4 Bxg4 h3 Bxd1 Bxd1 c6 Bg4 Qd6 Nf5 Nxf5 Bxf5 Qxf4+ Kb1 Qxf5+ Ka1 Qe4 Re1 Qh4 Re7 Qxe7,"[90003, 90003, 90395, 90827, 91155, 91027, 91395, 91763, 91763, 92139, 92411, 92595, 92899, 93219, 93691, 94027, 94395, 93635, 95163, 93443, 95603, 91691, 95435, 92291, 94331, 91467, 94115, 91227, 94947, 91795, 94851, 92507, 95411, 93227, 96115, 94035, 95819, 94659, 95475, 95131, 96475, 96003, 97203, 96835, 98003, 97459, 98651, 97363, 99187, 97772, 98676]","{'initial': 900, 'increment': 10, 'totalTime': 1300}",D20,Queen's Gambit Accepted,'chestroyer',1535,'cincychess',1500
739,True,standard,rapid,rapid,2021-11-01 14:34:59.588000+00:00,resign,black,d4 Nf6 d5 d6 c4 g6 Nc3 Na6 Bg5 Bg7 Nf3 Nc5 Bxf6 Bxf6 Qd2 O-O g3 e5 b4 e4 Nd4 Na6 Nxe4 Bh8 e3 c5 bxc5 dxc5 Nb5 Qe7 Nbc3 Bf5 Bg2 Qe5 Rc1 Nb4 Nxc5 b6 Nb3 a5 a4 Rfd8 f4 Nd3+ Qxd3 Bxd3 fxe5 Bxe5 Nd2 Rac8 e4 Bxc4 Nxc4 Rxc4 O-O Bxc3 Rxc3 Rxc3 Rd1 Ra3 d6 Rxa4 e5 Kf8 d7 Ke7 Bc6 Rc4 Bb5 Rc7 Rd6 Rcxd7 Bxd7 Rxd7 Rxb6 Ra7 e6 fxe6 Kf2 a4 Rb1 a3 Ra1 a2 Ke3 Kd6 Kd2 Ke5 Kc2 Ke4 Kb2 Kf3 Rxa2 Rxa2+ Kxa2 e5 Kb2 e4 Kc2 e3 Kd1 Kf2 Kc1 e2 Kd2 e1=Q+ Kd3,"[60003, 60003, 60219, 60283, 59059, 58227, 57859, 56171, 57563, 55827, 53051, 53979, 41923, 53827, 40267, 52483, 38211, 51035, 34411, 44915, 31867, 40227, 30771, 39675, 26003, 33795, 24283, 33635, 24491, 30995, 20707, 29275, 19611, 25155, 17435, 24187, 16043, 22963, 14987, 21947, 14419, 17795, 13923, 12395, 12179, 11467, 12483, 10763, 10843, 9123, 7595, 8371, 7931, 8875, 7115, 8179, 7339, 8507, 7555, 7699, 7843, 7475, 8131, 7819, 8379, 7787, 8323, 7635, 8347, 6803, 7507, 6411, 7755, 6915, 7955, 6627, 7579, 6395, 7875, 6787, 8027, 7171, 8419, 7539, 8819, 7851, 9187, 8035, 9571, 8403, 9931, 8611, 10235, 9003, 10619, 9235, 11043, 9651, 11491, 10059, 11931, 10451, 12267, 10851, 12635, 11139, 13035, 10914]","{'initial': 600, 'increment': 5, 'totalTime': 800}",A45,Indian Defense: Pawn Push Variation,'m_2110',1487,'chestroyer',1518
740,True,standard,blitz,blitz,2021-06-17 18:11:23.058000+00:00,outoftime,black,e4 e6 d3 d5 exd5 exd5 Nf3 Nf6 h3 Bd6 Nc3 Bf5 Bg5 O-O Nxd5 Be5 Nxe5 Re8 Bxf6 gxf6 Qh5 Rxe5+ Ne3 Bg6 Qg4 Nc6 O-O-O Qd5 f4 Rxe3 Kb1 f5 Qg5 Rae8 b3 Re1 Rxe1 Rxe1+ Kb2 Nb4 h4 h5 g4 fxg4 f5 Qxh1 fxg6 fxg6 Qxg6+ Kf8 Qf6+ Ke8 Qg6+ Kd7 Qg7+ Kc6 Qc3+ Kb5 Qxe1 Qd5 d4+ Kb6 Qxb4+ Kc6 Bb5+ Qxb5 Qc3+ Kd5 Qxc7 Kxd4 Qg7+ Ke3 Qe7+ Kf3 Qf7+ Kg3,"[30003, 30003, 30051, 30163, 30155, 30467, 29747, 30603, 29947, 30051, 29859, 29707, 29707, 29739, 29875, 29411, 26483, 29443, 24251, 28995, 20771, 28723, 18683, 26459, 18259, 25819, 18363, 22379, 18267, 20739, 14627, 18107, 14643, 17483, 10811, 17379, 10259, 17683, 10459, 13755, 10475, 12907, 8539, 9227, 6075, 8891, 6107, 9035, 5371, 9003, 4179, 8379, 3675, 8387, 3395, 8227, 3491, 8123, 3659, 7043, 3539, 6795, 3499, 6395, 3483, 6539, 3059, 6483, 2651, 5459, 2219, 4075, 1819, 3971, 1159, 3888, 0]","{'initial': 300, 'increment': 3, 'totalTime': 420}",C00,French Defense: King's Indian Attack,'slickysam',1347,'chestroyer',1338
741,True,standard,rapid,rapid,2021-06-15 15:15:27.144000+00:00,resign,white,d4 d5 c4 dxc4 e4 b5 Nc3 a6 Nf3 Bb7 a4 Nd7 axb5 axb5 Rxa8 Qxa8 d5 Ngf6 Qc2 h6 Nxb5 Qa5+ Nc3 c6 Bxc4 cxd5 exd5 Nxd5 O-O e6 Rd1 Be7 Qb3 Bc6 Nxd5 exd5 Bxd5 Bxd5 Rxd5 Qc7 Bd2 O-O Qe3 Bg5 Nxg5 hxg5 Qxg5 Nf6 Bc3 Qe7 Rf5 Rd8 h3 Rd1+ Kh2 Qc7+ Be5 Qc1 Bxf6 Rh1+ Kg3 Qxg5+ Rxg5 g6 Kf3 Kf8 Ke3 Ke8 Kd3 Kd7 Rc5 Rd1+ Kc2 Rd6 Bc3 Rb6 b4 f5 b5 Kd6 Bb4 Kd7 Kb3 g5 Kc4 f4 Kd5 Rd6+ Ke4 Rd2 Rd5+ Rxd5 Kxd5 Kc7 Ke5 Kb6 Kf5 Kxb5 Bf8 Kc4 Kxg5 f3 gxf3 Kd4 Kf4 Kd5 Kf5 Kd4 h4 Kd3 h5 Ke2 h6 Kxf3 h7 Kxf2 h8=Q,"[60003, 60003, 60307, 60043, 60627, 60395, 60187, 60195, 58347, 60555, 54371, 58459, 53315, 58699, 49979, 58843, 48867, 56819, 47843, 57011, 47579, 56163, 47275, 54507, 46675, 54139, 45891, 52091, 41451, 48555, 39675, 45179, 39579, 42787, 38051, 42651, 38259, 42403, 38547, 42251, 35579, 42315, 33275, 41739, 32763, 41715, 30739, 41011, 26667, 38435, 25475, 38139, 24099, 38003, 24363, 35803, 24619, 32171, 24147, 31643, 24451, 30411, 24155, 30515, 22291, 29435, 22411, 29771, 22347, 30067, 21083, 29851, 21091, 29995, 21051, 30027, 21187, 29603, 21403, 26315, 20427, 25323, 17915, 25027, 18171, 24387, 18491, 24339, 18083, 24403, 17595, 23971, 18091, 24299, 17515, 24211, 17763, 24627, 17979, 23571, 18291, 23243, 17995, 23555, 18219, 23795, 18155, 23843, 18507, 24139, 18939, 24515, 19387, 24939, 19763, 25315, 20058, 24993]","{'initial': 600, 'increment': 5, 'totalTime': 800}",D20,"Queen's Gambit Accepted: Central Variation, Greco Variation",'chestroyer',1509,'geyser_kld',1496
742,True,standard,rapid,rapid,2021-06-12 21:48:05.972000+00:00,mate,black,d4 d5 c4 dxc4 e4 e5 d5 Bb4+ Nc3 Bxc3+ bxc3 Nf6 Bxc4 Nxe4 Ne2 c6 Ba3 cxd5 Qxd5 Qxd5 Bxd5 Nf6 Bb3 Nc6 Rd1 Be6 f4 Bxb3 axb3 exf4 Nxf4 Rd8 Kf2 Ne4+ Ke3 Nxc3 Rxd8+ Kxd8 Bb2 Nb5 Rd1+ Kc7 Nd5+ Kd6 Nb4+ Kc5 Nd3+ Kb6 Rf1 f6 h4 Re8+ Kd2 Re4 Rf4 Rxf4 Nxf4 Nbd4 Bxd4+ Nxd4 Kc3 Nf5 h5 g6 hxg6 hxg6 Nxg6 Ne3 Nf4 Kc6 Kd3 Nd5 Ne6 b6 Nd4+ Kc5 g4 a5 Ne6+ Kb4 Kc2 Ne3+ Kb2 Nxg4 Nd4 Ne3 Ka2 f5 Kb2 f4 Ka2 Ng2 Nf3 Kc3 Ka3 b5 Ne5 Nh4 Ng4 f3 Nf2 Kd2 Ne4+ Ke2 Ng3+ Ke1 b4 a4 Ka2 f2 Kb2 f1=Q Nxf1 Kxf1 Ka2 Nf3 Kb2 Nd4 Kc3 Ke2 Kb2 Nc6 Ka3 Kd2 Kb2 Nxb4 Ka3 Nc2+ Ka2 Nd4 Kb2 b4 Ka2 Kc1 Ka1 Nc2+ Ka2 b3#,"[60003, 60003, 60259, 60355, 60451, 60243, 58907, 60115, 57243, 60403, 57259, 60715, 57379, 60923, 55595, 60779, 54683, 59987, 54571, 60171, 55019, 59611, 53867, 59483, 53371, 59499, 52723, 59195, 52203, 59435, 52267, 59747, 51963, 59163, 51091, 59507, 51323, 59667, 50443, 56171, 50651, 55227, 50843, 52307, 49587, 51779, 49147, 51667, 48035, 51795, 46091, 51923, 46091, 49123, 45475, 49227, 45955, 47291, 42299, 47523, 42667, 47851, 42867, 47787, 43211, 48163, 43707, 48459, 43555, 47995, 43507, 48011, 42451, 45915, 42651, 45827, 41915, 45083, 37499, 44827, 37851, 44731, 38171, 45099, 38203, 43107, 33939, 43115, 33059, 43379, 33259, 38595, 32299, 37899, 32283, 38011, 31059, 36795, 26627, 36571, 26667, 35691, 23459, 35731, 23539, 35435, 23107, 35603, 23467, 35827, 23099, 36123, 23451, 36579, 23699, 36739, 23883, 36867, 24211, 36523, 23499, 36715, 23827, 37027, 23587, 37179, 23955, 37427, 24131, 32579, 23275, 32651, 22835, 24523, 22331, 24779, 22457, 24449]","{'initial': 600, 'increment': 5, 'totalTime': 800}",D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",'chestroyer',1519,'franelcolo',1471
