,rated,variant,speed,perf,createdAt,status,winner,moves,clocks,clock,ECO,opening_name,white_player,rating,black_player,rating
377,True,standard,blitz,blitz,2022-10-28 18:56:49.044000+00:00,mate,white,d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 Nf3 O-O e3 dxc4 Bxc4 Nc6 O-O Na5 Bd3 b6 h3 Bb7 Rc1 Nd7 Nb5 c5 Be2 Ba6 d5 e5 Bh2 e4 Nd2 Re8 b4 Nb7 bxc5 Ndxc5 a4 Nxa4 Qxa4 Bxb5 Qxb5 a6 Qb1 b5 Qb3 Qd7 Rfd1 Rad8 Nf1 Kh8 Kh1 f5 f3 exf3 Bxf3 Be5 Bxe5+ Rxe5 Qc3 Nd6 Qxe5+ Kg8 Rc6 Ne4 Rd6 Nxd6 e4 fxe4 Bxe4 Nxe4 Qxe4 Kg7 Ne3 a5 g4 a4 Qb4 Ra8 Rd2 a3 Ra2 h6 Kg2 h5 gxh5 gxh5 Qd4+ Kh6 Qf6+ Kh7 Nf5 Qxd5+ Kg3 Qxa2 Qh6+ Kg8 Qg7#,"[18003, 18003, 18123, 17971, 18035, 18083, 17691, 17995, 17659, 17947, 17763, 17715, 17635, 17291, 17603, 16467, 17595, 16491, 17155, 16467, 12883, 15779, 11571, 15379, 6747, 14475, 5643, 13395, 5203, 13155, 3331, 12235, 1803, 11963, 1643, 12067, 768, 11723, 575, 11667, 494, 11619, 554, 11683, 299, 11027, 423, 11067, 341, 10339, 376, 10443, 407, 10459, 577, 9995, 582, 10099, 653, 9707, 688, 9427, 588, 9411, 395, 8851, 385, 8907, 517, 8947, 717, 8419, 826, 8179, 908, 8291, 831, 8179, 834, 8307, 793, 7883, 876, 7923, 697, 8027, 646, 8083, 658, 8123, 690, 7995, 642, 8195, 612, 8237, 570]","{'initial': 180, 'increment': 2, 'totalTime': 260}",D93,"Grünfeld Defense: Three Knights Variation, Hungarian Variation",'aminmortazavi2000',1501,'chestroyer',1392
378,True,standard,blitz,blitz,2022-10-26 22:51:56.253000+00:00,resign,black,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 e6 d4 Nf6 Bd3 Nd5 Bd2 Bb4 a3 Bxc3 bxc3 Nxc3 O-O Nxd1 Bxa5 Nb2 Bb5+ c6 Be2 b6 Bd2 Na4 c4 O-O h4 Rd8 h5 Ba6 Rac1 Nb2 Be3 c5 Rfd1 Nxd1 Rxd1 Nc6 h6 g6 Bg5 Rd7 dxc5 Rxd1+ Bxd1 Bxc4 Bf6 bxc5 Bc2 Na5 Nh2 Rb8 Ng4 Bb3 Bg7 f5 Nf6+ Kf7 Nd7 Rc8 Ne5+ Ke7 Bxb3 Nxb3 Kh2 c4 Nf3 c3,"[18003, 18003, 18067, 18203, 18267, 18339, 17803, 18467, 17155, 18531, 16859, 18603, 16771, 18715, 16651, 18787, 16227, 18483, 15211, 18035, 15227, 17011, 14371, 17003, 14259, 16195, 13659, 16067, 13123, 15875, 13147, 15971, 12931, 15931, 12611, 15091, 12019, 14075, 11699, 13731, 11683, 13267, 10363, 13171, 10027, 12491, 8963, 12499, 9163, 12363, 9059, 12403, 8619, 11515, 8491, 10755, 8267, 10611, 7931, 9787, 7755, 9867, 7387, 9291, 7163, 8931, 6619, 9003, 6603, 9107, 5395, 9115, 2205]","{'initial': 180, 'increment': 2, 'totalTime': 260}",B01,Scandinavian Defense: Main Line,'chestroyer',1399,'hoseinearth',1280
379,True,standard,blitz,blitz,2022-10-25 13:41:24.637000+00:00,resign,white,d4 Nf6 Nf3 g6 Nc3 d6 Bg5 Bg7 e3 O-O Bd3 Nbd7 O-O e5 dxe5 Nxe5 Ne4 Nxf3+ Qxf3 d5 Nxf6+ Bxf6 Bxf6 Qd6 Bd4 h6 c4 c5 Bc3 d4 exd4 cxd4 Bd2 Be6 b3 Qd7 Bxh6 Bg4 Qg3 Kh7 Qh4 Rh8 Bd2+ Kg8 Qf6 Re8 Rae1 Re6 Rxe6 Bxe6 Bxg6 fxg6 Qxg6+ Qg7 Qe8+ Kh7 Qxe6 d3 Qe4+ Qg6 Qxb7+ Qg7 Qe4+ Qg6 Qd4 Re8 Qxa7+ Kg8 Qd4 Re2 Rd1 Qf5 f3 Qg6 g4 Qh7 Qd5+ Kf8 Bb4+ Kg7 Qd7+ Kg6 Qxh7+ Kxh7 Rxd3 Rxa2 Rd2 Ra1+ Kg2 Kg6 h4 Ra6 Rd6+ Rxd6 Bxd6 Kf7 Kg3,"[30003, 30003, 29883, 29715, 29707, 29491, 29563, 29395, 29443, 29251, 29235, 28139, 29083, 28051, 28939, 27811, 27419, 26195, 27099, 25395, 26907, 24835, 26707, 24571, 26091, 23227, 24299, 23059, 24059, 22923, 23963, 22843, 23851, 22387, 23555, 21027, 23195, 20731, 23027, 20291, 22331, 19139, 20259, 18931, 19955, 17795, 18627, 17099, 18483, 16923, 16635, 16259, 16499, 14331, 16091, 13915, 15739, 13403, 15443, 13227, 14779, 12323, 14195, 12203, 14059, 10875, 13523, 10443, 12051, 10083, 11259, 9067, 10339, 8667, 9611, 6163, 7867, 5619, 7635, 5443, 7163, 5035, 6995, 5035, 6835, 4875, 6259, 4291, 6155, 3915, 6003, 3547, 5763, 3307, 5667, 3123, 5533, 2874]","{'initial': 300, 'increment': 0, 'totalTime': 300}",A48,East Indian Defense,'nags1987',1377,'chestroyer',1405
380,True,standard,blitz,blitz,2022-10-25 13:35:03.172000+00:00,resign,black,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Bd6 O-O Nf6 d3 O-O Nc3 Nd4 Nxd4 exd4 Ne2 c5 c3 dxc3 bxc3 Qc7 Bc2 Bxh2+ Kh1 Qe5 g3 Ng4 Nf4 Qxc3 Qxg4 Qxa1 Kxh2 d5 Nxd5 Bxg4 Ne7+ Kh8 f3 Qc3 Bb1 Be6 Rh1 Qf6 Nd5 Bxd5 exd5 Qxf3 Bf4 Rae8 d6 Re2+ Kh3 Qxh1+ Kg4 Qxb1 d7 Qxd3 d8=Q Rxd8 a4 Rf2,"[30003, 30003, 29899, 29659, 29827, 28939, 29683, 28787, 29547, 28635, 29123, 28411, 28915, 27995, 27947, 27827, 27387, 27619, 27331, 27323, 24339, 27043, 24147, 26787, 21507, 26603, 21323, 26459, 21131, 25947, 19667, 24507, 19075, 23995, 18635, 23395, 17851, 22883, 17531, 22467, 16707, 21891, 16107, 21163, 15155, 20307, 14563, 19627, 14443, 19435, 13283, 18515, 12195, 18339, 12027, 18043, 11955, 17467, 11635, 17083, 11179, 16539, 10915, 15904, 10821]","{'initial': 300, 'increment': 0, 'totalTime': 300}",C70,"Ruy Lopez: Morphy Defense, Caro Variation",'chestroyer',1412,'luciamissmaster',1390
381,True,standard,blitz,blitz,2022-10-23 01:41:27.420000+00:00,mate,white,e4 c5 Nf3 e6 Nc3 Nc6 d4 cxd4 Nxd4 Nxd4 Qxd4 a6 Bd3 Be7 Qxg7 Bf6 Qg3 d5 O-O dxe4 Nxe4 Bh4 Qd6 Qxd6 Nxd6+ Ke7 Nxc8+ Rxc8 Bd2 f5 Bb4+ Kf6 Bc3+ e5 g3 Bg5 Rfe1 Re8 h4 Bh6 f4 Bg7 fxe5+ Kg6 g4 h5 gxf5+ Kh6 Bd2+ Kh7 f6#,"[30003, 30003, 29819, 29259, 29683, 29035, 29555, 28763, 29387, 28555, 29147, 28163, 28179, 27739, 27827, 26563, 27267, 24651, 25539, 23547, 24963, 23211, 22675, 22419, 22675, 21571, 21907, 21347, 20915, 20931, 20483, 20507, 20099, 19907, 19571, 19427, 19395, 19107, 18771, 18739, 18515, 16531, 17923, 16395, 16915, 14651, 16363, 14211, 15563, 14066, 15202]","{'initial': 300, 'increment': 0, 'totalTime': 300}",B45,"Sicilian Defense: Taimanov Variation, Normal Variation",'welisson14',1446,'chestroyer',1417
382,True,standard,blitz,blitz,2022-10-23 01:39:07.956000+00:00,resign,white,e4 d6 Nf3 Nf6 d3 g6 Bg5 Nbd7 Be2 h6 Be3 Ng4 Bd2 Bg7 Nc3 Nde5 Nxe5 Bxe5 Bxg4 Bxg4 Qxg4 h5 Qf3 g5 Bxg5,"[30003, 30003, 29859, 29899, 29579, 29731, 29131, 29459, 28739, 29363, 28307, 29171, 27283, 28659, 26611, 27955, 25947, 27955, 25571, 27755, 25483, 27691, 24587, 25531, 23911, 24657]","{'initial': 300, 'increment': 0, 'totalTime': 300}",B00,Pirc Defense,'chestroyer',1412,'m1lgr4uu',1353
383,True,standard,blitz,blitz,2022-10-23 01:33:58.739000+00:00,mate,black,e4 e5 Nf3 Nc6 Bb5 Nge7 O-O d6 c3 Bd7 Ba4 Nb8 Bc2 Ng6 d3 Be7 Re1 O-O Nbd2 a6 Nf1 Nc6 a4 Rc8 d4 Nb8 d5 c6 c4 Qe8 b3 Bf6 Bg5 Qd8 Bxf6 Qxf6 Ng3 Bg4 Re3 cxd5 cxd5 Bxf3 Rxf3 Qe7 Rc1 Nd7 Nf5 Qe8 Rh3 Nf6 Bd3 Rxc1 Qxc1 Qc8 Qg5 Qc7 Be2 Nxe4 Qh5 Nf6 Qg5 Rc8 Bh5 Qc1+ Qxc1 Rxc1+ Bd1 Rxd1#,"[30003, 30003, 29907, 29955, 29795, 29715, 29227, 29603, 28939, 29339, 28651, 29219, 28371, 28867, 27755, 28803, 27339, 28739, 27179, 28563, 26651, 28091, 26531, 27483, 25275, 27027, 24579, 26739, 24427, 26251, 24091, 26187, 23507, 25419, 22763, 25259, 22507, 25179, 21987, 24875, 21523, 24731, 21315, 24459, 20651, 24347, 20371, 23971, 20003, 23379, 19123, 23187, 18995, 22995, 17771, 22315, 16763, 21611, 15051, 21323, 14259, 20019, 13467, 19347, 13195, 19235, 12870, 19126]","{'initial': 300, 'increment': 0, 'totalTime': 300}",C60,Ruy Lopez: Cozio Defense,'chestroyer',1419,'lillo_linares',1334
384,True,standard,blitz,blitz,2022-10-21 00:50:46.027000+00:00,timeout,white,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 f4 c5 Nf3 Qb6 Bb5 Nc6 Bxc6 bxc6 O-O cxd4 Nxd4 Bc5 Be3 Ba6 Re1 O-O Na4 Qb7 Nxc5 Nxc5 Rb1 Ne4 Qf3 f6 Nxe6 Rf7 Nc5 Nxc5 Bxc5 fxe5 Rxe5 Raf8 Bxf8 Rxf8 Rbe1 Kf7 Re7+ Kf6 Rxb7,"[18003, 18003, 18059, 18115, 18107, 17643, 18035, 17683, 18075, 17651, 18075, 17483, 16923, 17331, 16531, 17323, 16187, 17059, 16219, 17163, 16139, 16555, 15979, 16275, 15571, 15651, 14443, 15707, 12075, 15555, 11371, 15507, 11083, 14411, 9539, 14187, 9739, 13691, 9595, 13435, 8371, 13459, 7443, 12771, 7355, 12811, 7390, 10513]","{'initial': 180, 'increment': 2, 'totalTime': 260}",C11,French Defense: Steinitz Variation,'ipsynemp',1342,'chestroyer',1426
385,True,standard,blitz,blitz,2022-10-21 00:40:12.750000+00:00,draw,,e4 c5 Nf3 e6 c3 Nc6 d4 cxd4 cxd4 a6 Nc3 b5 d5 exd5 exd5 b4 dxc6 bxc3 cxd7+ Qxd7 Qxd7+ Bxd7 bxc3 Bb5 c4 Ba4 Bd2 Bc5 Be2 Nf6 O-O O-O a3 Rfe8 Bb4 Bxb4 axb4 Rxe2 Rxa4 Ne4 b5 Nc5 Ra5 Rc2 bxa6 Nxa6 Ra4 Nc7 Rxa8+ Nxa8 Ra1 Nc7 Ne5 f6 Nf3 Rxc4 Re1 Kf7 h3 g5 Kh2 h5 g4 h4 Ng1 Nd5 Rd1 Nf4 Rd2 Re4 Nf3 Re2 Rxe2 Nxe2 Ng1 Nf4 Nf3 Kg6 Ng1 f5 Nf3 fxg4 hxg4 h3 Ng1 Kf6 Nxh3 Nxh3 Kxh3 Ke5 Kg3 Ke4 f3+ Ke5 Kf2 Kf4 Kg2 Ke5 Kg3 Kf6 f4 Kg6 fxg5 Kxg5 Kf3 Kg6 Kf4 Kf6 Kg3 Kg5 Kf3 Kh6 Kf4 Kg6 g5 Kg7 Kg4 Kg6 Kf4 Kg7 Ke5 Kg6 Kf4,"[18003, 18003, 17651, 17995, 17499, 18027, 17523, 18099, 17587, 18043, 17571, 17251, 17235, 17227, 17027, 15371, 14379, 15147, 14147, 14619, 13403, 14507, 12843, 13819, 12043, 13051, 11035, 11723, 10939, 11291, 10931, 11131, 8683, 11043, 8299, 10731, 8379, 10835, 8387, 9859, 7339, 9179, 6507, 7995, 5835, 7211, 5571, 6987, 4539, 7187, 3435, 6259, 2323, 6051, 932, 6067, 864, 5827, 896, 5875, 844, 5979, 799, 5915, 739, 5659, 597, 5523, 460, 5259, 353, 4235, 387, 4315, 361, 4091, 352, 4139, 341, 4195, 384, 4283, 476, 4147, 568, 4235, 657, 2899, 751, 3035, 844, 3075, 825, 3099, 628, 3171, 689, 2915, 738, 2995, 697, 2859, 675, 2987, 778, 2515, 878, 2579, 785, 2595, 868, 2499, 891, 2595, 800, 2595, 663, 2675, 784, 2651, 724, 2731, 818, 2731]","{'initial': 180, 'increment': 2, 'totalTime': 260}",B40,Sicilian Defense: Delayed Alapin Variation,'spartacusmaximus',1438,'chestroyer',1426
386,True,standard,blitz,blitz,2022-10-21 00:34:25.826000+00:00,mate,black,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Nd4 Nxd4 exd4 O-O a6 Ba4 b5 Bb3 d6 a4 b4 a5 Be7 c3 dxc3 bxc3 bxc3 Nxc3 O-O Ne2 Rb8 Bb2 c5 Qc2 Qd7 Bc4 Bb7 Nf4 Bd8 e5 dxe5 Bxe5 Rc8 Rfe1 Qg4 g3 Qf3 Re4 Bxe4 dxe4 Ng4 Be2 Qxf2+ Kh1 Qxh2#,"[18003, 18003, 18147, 18155, 18291, 17779, 18387, 17675, 18315, 17875, 18171, 17539, 18043, 16715, 18043, 16531, 17459, 16307, 17011, 16187, 16555, 15811, 16643, 15819, 16707, 15971, 16451, 15651, 16203, 14875, 16179, 14235, 15675, 13339, 15059, 12579, 14139, 12475, 13555, 12147, 12339, 11035, 11507, 9267, 7763, 8523, 7963, 8587, 6915, 8011, 6510, 7900]","{'initial': 180, 'increment': 2, 'totalTime': 260}",C65,Ruy Lopez: Berlin Defense,'chestroyer',1432,'lukeingalls',1425
387,True,standard,blitz,blitz,2022-10-21 00:28:07.341000+00:00,mate,white,e4 e6 Nf3 d5 exd5 exd5 d4 c5 dxc5 Bxc5 Be3 Bxe3 fxe3 Nf6 Bd3 O-O O-O Bg4 h3 Bh5 Be2 Qb6 b3 Qxe3+ Kh1 Nc6 Nbd2 Ne4 Nxe4 dxe4 Nd4 Bxe2 Nxe2 Rfd8 Qe1 Nd4 Nxd4 Qxd4 Qf2 Qd5 c4 Qe6 Rae1 Re8 Qf4 Rad8 Qc7 Qc8 Qxf7+ Kh8 Qf5 e3 Qf3 Qc5 Qxb7 Re7 Qf3 Rde8 Qf8+ Rxf8 Rxf8#,"[18003, 18003, 18083, 17979, 18163, 18043, 18251, 17731, 18275, 17691, 18371, 17035, 18571, 17059, 18659, 17011, 18739, 17051, 18763, 17115, 18739, 16619, 16211, 16467, 16259, 16243, 16315, 15875, 16219, 15875, 14171, 14955, 14211, 14819, 13915, 13795, 13675, 13723, 13139, 13051, 13075, 13099, 12971, 13011, 11819, 12235, 11379, 11003, 8907, 10955, 7931, 10515, 7707, 9563, 7363, 8475, 6811, 7587, 6459, 7164, 6457]","{'initial': 180, 'increment': 2, 'totalTime': 260}",C00,French Defense: Knight Variation,'vamshi01',1436,'chestroyer',1438
388,True,standard,blitz,blitz,2022-10-21 00:20:47.688000+00:00,mate,black,d4 d5 c4 c6 Nc3 Nf6 Nf3 h6 Bf4 Bf5 h3 e6 e3 Nbd7 Bd3 Be7 Bxf5 exf5 O-O O-O cxd5 Nxd5 Nxd5 cxd5 Qb3 Nf6 Qxb7 Ne4 Rab1 g5 Be5 f6 Bc7 Qd7 Rfc1 Bd6 Ne1 Rfc8 Qb3 Rxc7 Qxd5+ Kg7 Rxc7 Qxc7 Qxa8 Bh2+ Kh1 Nd2 Rd1 Ne4 Nf3 Nxf2#,"[18003, 18003, 18115, 18091, 18195, 18099, 18331, 18163, 18251, 18099, 18323, 17979, 18435, 17891, 18523, 17691, 18555, 17411, 18579, 17483, 18675, 16763, 18643, 16963, 18251, 16779, 17555, 16467, 16539, 16459, 16315, 16067, 16051, 15323, 15355, 15067, 14603, 14907, 13955, 14587, 13923, 14211, 13971, 14211, 14067, 14019, 13587, 13243, 13331, 12987, 13316, 12746]","{'initial': 180, 'increment': 2, 'totalTime': 260}",D15,Slav Defense: Three Knights Variation,'camiloosovnikar',1440,'chestroyer',1432
389,True,standard,blitz,blitz,2022-10-21 00:17:23.899000+00:00,resign,black,c4 c6 d4 d5 e3 Nf6 Nf3 h6 Nc3 Bf5 cxd5 Nxd5 Nxd5 cxd5 Bb5+ Nc6 Qa4 Qc7 O-O e6 Ne5 Rc8 Bd2 Bd6 Nxc6 bxc6 Be2 O-O Rac1 c5 b4 c4 Qa3 Rb8 h3 a5 bxa5 Bxa3,"[18003, 18003, 17939, 18051, 17979, 18131, 17979, 17699, 17643, 17587, 17427, 17475, 17539, 17307, 17691, 16971, 17299, 16779, 16667, 16779, 16563, 16179, 15307, 16115, 14723, 15971, 14739, 15947, 14483, 15627, 13891, 15147, 12563, 14595, 12483, 14635, 12419, 14475, 12026]","{'initial': 180, 'increment': 2, 'totalTime': 260}",D11,Slav Defense: Quiet Variation,'telega28',1473,'chestroyer',1425
390,True,standard,bullet,bullet,2022-10-20 01:07:52.393000+00:00,outoftime,black,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Bc5 O-O O-O Nbd2 a6 Ba4 b5 Bb3 d6 c3 Bg4 Re1 h6 h3 Bxf3 Nxf3 a5 d4 exd4 cxd4 Bb4 Re2 a4 d5 axb3 a3 Bc5 dxc6 b4 Qxb3 bxa3 bxa3 Qe7 Nd2 Nxe4 Nxe4 Qe5 Be3 Bxe3 Rxe3 Qxa1+ Kh2 Rxa3 Qb7 Rxe3 fxe3 Re8 Qxc7 Rxe4,"[6003, 6003, 5947, 5923, 5771, 5819, 5659, 5723, 5555, 5635, 5371, 5571, 5171, 5507, 5003, 5443, 4763, 5251, 4515, 4987, 4443, 4883, 4443, 4507, 4339, 4379, 4235, 4251, 3707, 4091, 3419, 3907, 2771, 3283, 2651, 2731, 2507, 2475, 2379, 1995, 1659, 1627, 1443, 1179, 908, 961, 843, 834, 541, 677, 248, 534, 173, 406, 88, 275, 0]","{'initial': 60, 'increment': 0, 'totalTime': 60}",C65,Ruy Lopez: Berlin Defense,'chestroyer',1071,'fastbook',1064
391,True,standard,bullet,bullet,2022-10-20 01:05:30.655000+00:00,outoftime,black,c4 Nf6 Nc3 e6 e4 d6 g3 Be7 Bg2 c6 d3 a6 a4 b5 axb5 cxb5 cxb5 O-O bxa6 Bxa6 Nge2 Nc6 Qb3 e5 O-O Bxd3 Nd5 Rxa1 Nxf6+ Bxf6 Qxd3 Nd4 Be3 Nxe2+ Qxe2 Ra2 Bd2 Qb6 Rb1 Rxb2 Rxb2 Qxb2 Qe3 Qb1+,"[6003, 6003, 5875, 6003, 5811, 5979, 5723, 5843, 5675, 5643, 5595, 5499, 5291, 5403, 5067, 5403, 4843, 5115, 4163, 4987, 3675, 4859, 3027, 4283, 2731, 3803, 2267, 3651, 1851, 3315, 1723, 2691, 1315, 2427, 1123, 2123, 501, 1739, 374, 1555, 244, 1443, 100, 1258, 0]","{'initial': 60, 'increment': 0, 'totalTime': 60}",A18,English Opening: Mikenas-Carls Variation,'chestroyer',1081,'killelrey',1072
392,True,standard,blitz,blitz,2022-10-19 01:34:11.197000+00:00,resign,white,e4 d6 Nf3 g6 Bb5+ Bd7 Bxd7+ Nxd7 O-O Bg7 Nc3 c5 b3 Qc7 Bb2 Ngf6 d4 cxd4 Nxd4 Nxe4 Ndb5 Qc6 Nd4 Nxc3 Bxc3 Qxc3 Nb5 Qc5 a4 Bxa1 Qxa1 a6 Qxh8+ Nf8 Nxd6+ exd6 Re1+ Kd7 Qf6 Ne6 Qxf7+ Kc6 Qxe6 Qxc2 Qe3 Kd7 Rc1 Qb2 Qh3+ Kd8 Qh4+ Kd7 Qxh7+ Ke6 Re1+ Kd5 Qf7+ Kc6 Qf3+ d5 Re6+ Kc5 Qe3+ d4 Qe5+ Kb4 Rb6+ Kc3 Qc5+ Kd2 Qg5+ Kc3 g3 Re8 Qxg6 Re1+ Kg2 Qc1 Rxb7 Rg1+ Kh3 Qd2 Rc7+ Kxb3 Qb6+ Kxa4 Rc4+ Ka3 Qxa6+ Kb2 Qb5+ Ka1 Ra4+ Qa2 Rxa2+ Kxa2 Qe2+ Kb3 Qd3+ Kb4 Qxd4+ Kb3 f4 Rb1 f5 Rf1 Qf4,"[18003, 18003, 18035, 18115, 17955, 18131, 17739, 18331, 17771, 18427, 17827, 18307, 17867, 18091, 17891, 18123, 17747, 18195, 17803, 17659, 17443, 17395, 16579, 17267, 16443, 17339, 15003, 16443, 14675, 16339, 14667, 16435, 14507, 16539, 12099, 16603, 12139, 16347, 11843, 15587, 11891, 15267, 11395, 15323, 10179, 14955, 10123, 14267, 10043, 13219, 9123, 12571, 9083, 12531, 8843, 12539, 8699, 12603, 8635, 12659, 6971, 12579, 6635, 12563, 6739, 12635, 6435, 12675, 5683, 12491, 5531, 12387, 4411, 11867, 4251, 11955, 4267, 11395, 3379, 11067, 3379, 10619, 3155, 10723, 3139, 10467, 3123, 10467, 2931, 10563, 2611, 10139, 2747, 10131, 2707, 10331, 2499, 10387, 2515, 10291, 2603, 10387, 2723, 10251, 2739, 10155, 2512, 9998]","{'initial': 180, 'increment': 2, 'totalTime': 260}",B00,Pirc Defense,'chestroyer',1420,'huurti',1379
393,True,standard,blitz,blitz,2022-10-19 01:20:20.352000+00:00,resign,white,e4 e5 Nf3 Nc6 Bb5 d6 c3 Be7 O-O Bg4 d3 Nf6 Re1 O-O Nbd2 Re8 Nf1 a6 Ba4 b5 Bc2 b4 d4 exd4 cxd4 d5 e5 Nxd4 Qxd4 Bxf3 gxf3 Nh5 Ng3 c5 Qg4 Nxg3 fxg3 c4 Bh6 g6 f4 Bc5+ Kg2 a5 e6 f5 Bxf5 Qf6 Bc2 Qxb2 Rec1 Qd4 Bxg6 Qf2+ Kh3 Qd4 Bxe8+ Kh8 Rd1 Qf6 Bg5 Qg7 Rxd5 Rxe8 Rxc5 Qxa1 e7 Qg7 Rf5 Rxe7 Bf6 c3 Bxg7+ Rxg7 Rf8+,"[18003, 18003, 18115, 18083, 18275, 17827, 18187, 17899, 18187, 17971, 17995, 17979, 17947, 17755, 18043, 16979, 18059, 16283, 18035, 16339, 17979, 16179, 18035, 15939, 17947, 15387, 17707, 14667, 17499, 14379, 17435, 13891, 17307, 12859, 17283, 12347, 17251, 11659, 17227, 11675, 16739, 11571, 16619, 11243, 15659, 10819, 15067, 10875, 13315, 9595, 11963, 8587, 11267, 8411, 11147, 5579, 10851, 5499, 8907, 4907, 8499, 3899, 7635, 3483, 7275, 3323, 6867, 2915, 6283, 2587, 6347, 1707, 6355, 1803, 6143, 1500]","{'initial': 180, 'increment': 2, 'totalTime': 260}",C62,Ruy Lopez: Steinitz Defense,'chestroyer',1414,'albied17',1386
394,True,standard,blitz,blitz,2022-10-19 01:15:39.690000+00:00,mate,white,d4 Nf6 Bg5 g6 Bxf6 exf6 e4 Bg7 Nf3 d5 e5 Nc6 Bb5 Bd7 Bxc6 Bxc6 O-O O-O c3 fxe5 dxe5 Re8 Re1 d4 cxd4 Bxf3 gxf3 c6 Nc3 Qb6 Qc2 Qxd4 Rad1 Qb6 f4 Qc7 Na4 b5 Nc5 Rad8 Na6 Qb6 Nc5 Rd5 Rxd5 cxd5 Nd7 Qb7 Nf6+ Bxf6 exf6 Rxe1+ Kg2 d4+ Kh3 Qd7+ Kg2 Qd5+ f3 d3 Qc8+ Re8 Qxe8#,"[18003, 18003, 17835, 17419, 17723, 17419, 17587, 17083, 17363, 16435, 17091, 16187, 16915, 16035, 16835, 16035, 16731, 15891, 16635, 15811, 16483, 15507, 16371, 14723, 15859, 14563, 15531, 13283, 15403, 12947, 15163, 12387, 14979, 12131, 14531, 11115, 13451, 10691, 13275, 9987, 12379, 9523, 12123, 8723, 10827, 8555, 10619, 7555, 10403, 7267, 10307, 7147, 10075, 7099, 9755, 6779, 9515, 6603, 9323, 6075, 9155, 4873, 8994]","{'initial': 180, 'increment': 0, 'totalTime': 180}",A45,Trompowsky Attack,'chinorafahh',1410,'chestroyer',1421
395,True,standard,blitz,blitz,2022-10-16 16:21:10.320000+00:00,outoftime,white,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 Bg4 Be2 e6 d4 Bd6 O-O h5 h3 Nf6 hxg4 hxg4 Ne5 Nfd7 Bxg4 Qh4 Bh3 Nxe5 dxe5 Bxe5 Qg4 Qxg4 Bxg4 f5 Bh3 g5 Bxg5 Rg8 Rae1 Bxc3 bxc3 Rxg5 Rxe6+ Kf7 Rfe1 Nc6 f4 Rg3 R6e3 Rag8 Kf2 R3g7 Rg1 Kf6 a3 a5 Rge1 b6 Re6+ Kf7 Rxc6 Rd8 Rxc7+ Kf8 Rxg7 Kxg7 Ke3 Rc8 Bxf5 Rxc3+ Bd3 Rxa3 Rb1 Rc3 Rxb6 a4 Ra6 a3 g4 Kf7 g5 Ke7 f5 Kf7 g6+ Kg7 f6+ Kf8 f7 Kg7 Kd4 Rc7 Rxa3 Rd7+ Kc3 Rc7+ Kd2,"[30003, 30003, 30099, 30171, 30283, 30475, 30323, 30619, 30267, 30643, 30451, 30763, 30259, 30259, 27731, 28403, 26307, 28523, 26235, 26147, 24747, 25731, 24267, 23403, 23547, 22659, 21971, 21227, 22083, 19267, 21627, 19243, 21491, 18219, 20363, 18115, 19667, 18331, 19803, 17811, 19283, 17579, 18707, 15243, 18387, 14819, 16699, 11451, 15251, 9819, 14315, 8787, 14011, 8403, 13995, 6435, 14091, 6659, 12867, 6251, 12779, 5419, 12587, 5499, 11395, 4739, 11171, 4795, 11019, 3395, 10963, 3307, 10939, 3211, 11043, 1979, 11115, 2163, 11283, 1955, 11435, 2035, 11299, 929, 11315, 885, 10739, 502, 10187, 641, 10251, 384, 10432, 0]","{'initial': 300, 'increment': 3, 'totalTime': 420}",B01,Scandinavian Defense: Valencian Variation,'chestroyer',1415,'praulo1111',1396
